id_carrera,area_conocimiento,subarea,nombre_carrera
472,Educación,Santiago,Licenciatura en Ciencias de la Actividad Física / Terapeuta en Actividad Física y Salud
473,Educación,Santiago,Pedagogía en Educación Física
474,Educación,Santiago,Pedagogía en Educación Física / Licenciatura en Ciencias de la Actividad Física (P.E.)
475,Educación,Santiago,Pedagogía para la Formación Profesional (P.E.)
476,Educación,Santiago,Programa Especial de Regularización de Título de Profesor de Estado para la Educación Técnico Profesional/Lic. en Educación Técnico Profesional (P.E.)
477,Educación,Santiago,Pedagogía en Filosofía /Licenciatura en Educación en Filosofía
478,Educación,Santiago,Pedagogía en Física y Matemática /Licenciatura en Educación en Física y Matemática
479,Educación,Santiago,Pedagogía en Historia y Ciencias Sociales /Licenciatura en Educación en Historia y Ciencias Sociales
480,Educación,Santiago,Pedagogía en Inglés /Licenciatura en Educación en Inglés
481,Educación,Santiago,Pedagogía en Matemática y Computación /Licenciatura en Educación en Matemática y Computación
482,Humanidades,Santiago,Licenciado en Historia
483,Humanidades,Santiago,Licenciatura en Historia
484,Humanidades,Santiago,Licenciatura en Lingüística
485,Salud,Santiago,Enfermería U.I. (P.E.)
486,Salud,Santiago,Obstetricia y Puericultura U.I. (P.E.)
487,Salud,Santiago,Tecnología Medica
488,Salud,Santiago,Tecnología Medica (Ibero)
489,Tecnología,Santiago,Construcción Civil (P.E.)
490,Tecnología,Santiago,Análisis y Gestión de Procesos Productivos
491,Tecnología,Santiago,Ing. Ejec. en Ambiente (P.E.)
492,Tecnología,Santiago,Ingeniería Ambiental
493,Tecnología,Santiago,Ingeniería Civil en Ambiente
494,Tecnología,Santiago,Ingeniería Civil en Ambiente (P.E.)
495,Tecnología,Santiago,Ingeniería Civil Biomédica
496,Tecnología,Santiago,Ingeniería Civil en Electricidad
497,Tecnología,Santiago,Ingeniería Civil en Electricidad (P.E.)
498,Tecnología,Santiago,Ingeniería Civil en Informática
499,Tecnología,Santiago,Ingeniería Civil en Informática (P.E.)
500,Tecnología,Santiago,Ingeniería Civil en Telemática
501,Tecnología,Santiago,Ingeniería Civil en Geografía
502,Tecnología,Santiago,Ingeniería Civil en Geomensura y Geomática
503,Tecnología,Santiago,Ingeniería Civil en Geomensura y Geomática (P.E.)
504,Tecnología,Santiago,Ingeniería Civil en Metalurgia
505,Tecnología,Santiago,Ingeniería Civil en Metalurgia (P.E.)
506,Tecnología,Santiago,Ingeniería Civil en Minas (P.E.)
507,Tecnología,Santiago,Ingeniería Civil en Obras Civiles
508,Tecnología,Santiago,Ingeniería Civil en Obras Civiles (P.E.)
509,Tecnología,Santiago,Ingeniería Civil en Industria
510,Tecnología,Santiago,Ingeniería Civil en Industria (P.E.)
511,Tecnología,Santiago,Ingeniería Civil Industrial (P.E.)
512,Tecnología,Santiago,Ingeniería Civil en Mecánica
513,Tecnología,Santiago,Ingeniería Civil en Mecánica (P.E.)
514,Tecnología,Santiago,Ingeniería Civil en Química
515,Tecnología,Santiago,Ingeniería Civil en Química (P.E.)
516,Tecnología,Santiago,Ing. Ejec. en Industria
517,Tecnología,Santiago,Ing. Ejec. en Industria (P.E.)
518,Tecnología,Santiago,Ingeniería de Ejecución Industrial (P.E.)
519,Tecnología,Santiago,Ing. Ejec. en Electricidad
520,Tecnología,Santiago,Ing. Ejec. en Electricidad (P.E.)
521,Tecnología,Santiago,Administración de Industria (P.E.)
522,Tecnología,Santiago,Ingeniería de Alimentos
523,Tecnología,Santiago,Tecnólogo en Alimentos
524,Tecnología,Santiago,Tecnólogo en Automatización Industrial
525,Tecnología,Santiago,Tecnólogo en Control Industrial
526,Tecnología,Santiago,Ingeniería en Biotecnología
527,Tecnología,Santiago,"Ing. Ejec. en Climatización (Calefacción, Refrigeración y Aire Acondicionado)"
528,Tecnología,Santiago,Ing. Ejec. en Computación e Informática
529,Tecnología,Santiago,Ing. Ejec. en Computación e Informática (P.E.)
530,Tecnología,Santiago,Licenciatura en Ciencia de la Computación
531,Tecnología,Santiago,Tecnólogo en Construcciones
532,Tecnología,Santiago,Tecnólogo en Construcciones (P.E.)
533,Tecnología,Santiago,Ing. Ejec. en Geomensura
534,Tecnología,Santiago,Ing. Ejec. en Geomensura (P.E.)
535,Tecnología,Santiago,Tecnólogo en Mantenimiento Industrial
536,Tecnología,Santiago,Ing. Ejec. en Metalurgia
537,Tecnología,Santiago,Ing. Ejec. en Minas
538,Tecnología,Santiago,Tecnólogo en Telecomunicaciones
539,Tecnología,Santiago,Ingeniería Matemática
540,Tecnología,Santiago,Ing. Ejec. en Mecánica
541,Tecnología,Santiago,Ing. Ejec. en Mecánica (P.E.)
542,Tecnología,Santiago,Ingeniería Civil Mecatrónica
543,Tecnología,Santiago,Ing. Ejec. en Química
544,Tecnología,Santiago,Ing. Ejec. en Química (P.E.)
545,Tecnología,Santiago,TNS Técnico Universitario en Dibujo Industrial (P.E.)
546,Tecnología,Santiago,TNS Universitario en Control Industrial
547,Administración y Comercio,Valdivia,Administración de Empresas de Turismo
548,Administración y Comercio,Coyhaique,Administración en Turismo de Naturaleza
549,Administración y Comercio,Puerto Montt,Administración Pública
550,Administración y Comercio,Valdivia,Administración Pública
551,Administración y Comercio,Valdivia,Auditoría
552,Administración y Comercio,Puerto Montt,Ingeniería Comercial
553,Administración y Comercio,Valdivia,Ingeniería Comercial
554,Administración y Comercio,Coyhaique,Ingeniería en Administración de Empresas
555,Administración y Comercio,Puerto Montt,Ingeniería en Información y Control de Gestión
556,Administración y Comercio,Coyhaique,TNS en Administración Contable y Financiera
557,Administración y Comercio,Coyhaique,TNS Asistente Ejecutivo y de Gestión
558,Administración y Comercio,Coyhaique,TNS en Turismo de Naturaleza
559,"Agricultura, Silvicultura, Pesca y Veterinaria",Valdivia,Agronomía
560,"Agricultura, Silvicultura, Pesca y Veterinaria",Valdivia,Biología Marina
561,"Agricultura, Silvicultura, Pesca y Veterinaria",Coyhaique,Ingeniería de Ejecución en Producción Agropecuaria
562,"Agricultura, Silvicultura, Pesca y Veterinaria",Valdivia,Medicina Veterinaria
563,"Agricultura, Silvicultura, Pesca y Veterinaria",Coyhaique,TNS Producción Agropecuaria
564,"Agricultura, Silvicultura, Pesca y Veterinaria",Coyhaique,TNS en Salmonicultura
565,Arte y Arquitectura,Valdivia,Arquitectura
566,Arte y Arquitectura,Valdivia,Licenciatura en Artes Visuales
567,Arte y Arquitectura,Valdivia,Artes Musicales y Sonoras
568,Arte y Arquitectura,Valdivia,Interpretación Musical
569,Arte y Arquitectura,Valdivia,Creación Audiovisual
570,Arte y Arquitectura,Valdivia,Diseño
571,Ciencias,Valdivia,Bachillerato en Ciencias de la Ingeniería
572,Ciencias,Valdivia,Bachillerato en Ciencias y Recursos Naturales
573,Ciencias,Valdivia,Bioquímica
574,Ciencias,Valdivia,Geología
575,Ciencias,Valdivia,Licenciatura en Ciencias
576,Ciencias Sociales,Valdivia,Antropología
577,Ciencias Sociales,Puerto Montt,Arqueología
578,Ciencias Sociales,Valdivia,Periodismo
579,Ciencias Sociales,Puerto Montt,Psicología
580,Ciencias Sociales,Valdivia,Psicología
581,Ciencias Sociales,Puerto Montt,Trabajo Social
582,Derecho,Puerto Montt,Derecho
583,Derecho,Valdivia,Derecho
584,Educación,Puerto Montt,Pedagogía en Educación Diferencial
585,Educación,Puerto Montt,Pedagogía en Educación Parvularia
586,Educación,Valdivia,Pedagogía en Educación Parvularia
587,Educación,Coyhaique,Pedagogía en Educación Básica
588,Educación,Puerto Montt,Pedagogía en Educación Básica
589,Educación,Valdivia,Pedagogía en Lenguaje y Comunicación
590,Educación,Valdivia,"Pedagogía en Educación Física, Deportes y Recreación"
591,Educación,Valdivia,Programa de Formación de Profesores de Educación Técnico Profesional (P.E.)
592,Educación,Valdivia,Pedagogía en Historia y Ciencias Sociales
593,Educación,Valdivia,Pedagogía en Comunicación en Lengua Inglesa
594,Educación,Puerto Montt,Pedagogía en Matemáticas
595,Educación,Valdivia,Programa de Formación de Profesores para Enseñanza Media
596,Humanidades,Valdivia,Geografía
597,Salud,Puerto Montt,Enfermería
598,Salud,Valdivia,Enfermería
599,Salud,Puerto Montt,Fonoaudiología
600,Salud,Valdivia,Kinesiología
601,Salud,Valdivia,Medicina
602,Salud,Valdivia,Obstetricia y Puericultura
603,Salud,Valdivia,Odontología
604,Salud,Valdivia,Química y Farmacia
605,Salud,Puerto Montt,Tecnología Médica
606,Salud,Valdivia,Tecnología Médica
607,Salud,Puerto Montt,Terapia Ocupacional
608,Salud,Valdivia,Terapia Ocupacional
609,Tecnología,Puerto Montt,Ingeniería Ambiental
610,Tecnología,Valdivia,Ingeniería en Conservación de Recursos Naturales
611,Tecnología,Valdivia,Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal
612,Tecnología,Valdivia,Ingeniería Civil Acústica
613,Tecnología,Valdivia,Ingeniería Civil Electrónica
614,Tecnología,Valdivia,Ingeniería Civil Informática
615,Tecnología,Valdivia,Ingeniería Civil en Obras Civiles
616,Tecnología,Puerto Montt,Ingeniería Civil Industrial
617,Tecnología,Valdivia,Ingeniería Civil Industrial
618,Tecnología,Valdivia,Ingeniería Civil Mecánica
619,Tecnología,Valdivia,Ingeniería en Alimentos
620,Tecnología,Valdivia,Ingeniería en Construcción
621,Tecnología,Valdivia,Ingeniería Naval
622,Tecnología,Coyhaique,TNS en Construcción y Obras Civiles
623,Tecnología,Coyhaique,TNS en Mantenimiento Industrial
624,Administración y Comercio,Antofagasta,Contador Auditor-Contador Público
625,Administración y Comercio,Antofagasta,Contador Público y Contador Auditor
626,Administración y Comercio,Antofagasta,Ingeniería Comercial
627,Administración y Comercio,Coquimbo,Ingeniería Comercial
628,Administración y Comercio,Antofagasta,Ingeniería en Sist. de Información Empresarial y Control
629,Administración y Comercio,Coquimbo,Ingeniería en Sist. de Información Empresarial y Control
630,"Agricultura, Silvicultura, Pesca y Veterinaria",Coquimbo,Biología Marina
631,"Agricultura, Silvicultura, Pesca y Veterinaria",Coquimbo,Ingeniería en Acuicultura
632,Arte y Arquitectura,Antofagasta,Arquitectura
633,Ciencias,Antofagasta,Licenciatura en Física
634,Ciencias,Antofagasta,Geología
635,Ciencias,Antofagasta,Geología (P.E.)
636,Ciencias,Antofagasta,Licenciatura en Matemática
637,Ciencias,Antofagasta,Analista Químico
638,Ciencias,Antofagasta,Química Industrial
639,Ciencias Sociales,Antofagasta,Periodismo
640,Ciencias Sociales,Antofagasta,Psicología
641,Derecho,Antofagasta,Derecho
642,Derecho,Coquimbo,Derecho
643,Educación,Antofagasta,Pedagogía en Educación Diferencial
644,Educación,Coquimbo,Pedagogía en Educación Diferencial
645,Educación,Antofagasta,Pedagogía en Educación Parvularia
646,Educación,Antofagasta,Pedagogía en Educación Básica
647,Educación,Coquimbo,Pedagogía en Filosofía y Religión
648,Educación,Antofagasta,Pedagogía en Inglés
649,Educación,Antofagasta,Pedagogía en Matemática en Educación Media
650,Humanidades,Coquimbo,Licenciatura en Ciencias Religiosas
651,Humanidades,Antofagasta,Licenciatura en Ciencias Religiosas y Eclesiásticas (P.E.)
652,Salud,Coquimbo,Enfermería
653,Salud,Coquimbo,Kinesiología
654,Salud,Coquimbo,Medicina
655,Salud,Coquimbo,Nutrición
656,Salud,Antofagasta,Química y Farmacia
657,Tecnología,Antofagasta,Ingeniería Civil Ambiental
658,Tecnología,Antofagasta,Ingeniería Civil Ambiental (P.E.)
659,Tecnología,Antofagasta,Ingeniería Civil Electrónica
660,Tecnología,Antofagasta,Ingeniería Civil en Computación e Informática
661,Tecnología,Coquimbo,Ingeniería Civil en Computación e Informática
662,Tecnología,Antofagasta,Ingeniería Civil en Gestión de la Construcción
663,Tecnología,Antofagasta,Ingeniería Civil en Energía
664,Tecnología,Antofagasta,Ingeniería Civil Metalúrgica
665,Tecnología,Antofagasta,Ingeniería Civil Metalúrgica (P.E.)
666,Tecnología,Antofagasta,Ingeniería Civil en Minas
667,Tecnología,Antofagasta,Ingeniería Civil
668,Tecnología,Antofagasta,Ingeniería Civil (P.E.)
669,Tecnología,Antofagasta,Ingeniería Civil Industrial
670,Tecnología,Coquimbo,Ingeniería Civil Industrial
671,Tecnología,Antofagasta,Ingeniería Civil Plan Común
672,Tecnología,Antofagasta,Ingeniería Civil Química
673,Tecnología,Antofagasta,Ingeniería Civil Química (P.E.)
674,Tecnología,Antofagasta,Ing. Ejec. en Computación e Informática
675,Tecnología,Coquimbo,Ingeniería en Tecnologías de Información
676,Tecnología,Antofagasta,Ingeniería en Construcción
677,Tecnología,Antofagasta,Ing. Ejec. en Metalurgia
678,Tecnología,Antofagasta,Ingeniería en Metalurgia (P.E.)
679,Tecnología,Coquimbo,Ingeniería en Prevención de Riesgos y Medio Ambiente
680,Tecnología,Antofagasta,Ing. Ejec. en Procesos Químicos
681,Tecnología,Antofagasta,Ingeniería en Ejecución en Procesos Químicos (P.E.)
682,Administración y Comercio,La Serena,Auditoría
683,Administración y Comercio,La Serena,Ingeniería Comercial
684,Administración y Comercio,La Serena,Ingeniería en Administración de Empresas
685,"Agricultura, Silvicultura, Pesca y Veterinaria",Ovalle,Ingeniería Agronómica
686,Arte y Arquitectura,La Serena,Arquitectura
687,Arte y Arquitectura,La Serena,Diseño
688,Arte y Arquitectura,La Serena,Licenciatura en Música
689,Ciencias,La Serena,Licenciatura en Astronomía
690,Ciencias,La Serena,Licenciatura en Física
691,Ciencias,La Serena,Licenciatura en Matemáticas
692,Ciencias,La Serena,Química
693,Ciencias,La Serena,Químico Laboratorista
694,Ciencias Sociales,La Serena,Periodismo
695,Ciencias Sociales,Coquimbo,Psicología
696,Derecho,La Serena,Derecho
697,Educación,La Serena,Pedagogía en Educación Diferencial
698,Educación,La Serena,Pedagogía en Educación Parvularia
699,Educación,La Serena,Pedagogía en Educación Básica
700,Educación,La Serena,Pedagogía en Educación General Básica
701,Educación,Ovalle,Pedagogía en Educación General Básica
702,Educación,La Serena,Pedagogía en Biología y Ciencias Naturales
703,Educación,La Serena,Pedagogía en Química y Ciencias Naturales
704,Educación,La Serena,Pedagogía en Castellano y Filosofía
705,Educación,La Serena,Pedagogía en Historia y Geografía
706,Educación,La Serena,Pedagogía en Inglés
707,Educación,La Serena,Pedagogía en Matemáticas y Computación
708,Educación,La Serena,Pedagogía en Matemáticas y Física
709,Educación,La Serena,Pedagogía en Educación Musical
710,Humanidades,La Serena,Traducción Inglés Español
711,Salud,La Serena,Kinesiología
712,Salud,La Serena,Odontología
713,Tecnología,La Serena,Ingeniería Civil Ambiental
714,Tecnología,La Serena,Ingeniería Civil en Minas
715,Tecnología,La Serena,Ingeniería Civil
716,Tecnología,La Serena,Ingeniería Civil Industrial
717,Tecnología,La Serena,Ingeniería Civil Mecánica
718,Tecnología,La Serena,Ingeniería en Alimentos
719,Tecnología,La Serena,Ingeniería en Computación
720,Tecnología,La Serena,Ingeniería en Construcción
721,Tecnología,La Serena,Ing. Ejec. en Minas
722,Tecnología,La Serena,Ingeniería de Minas
723,Tecnología,La Serena,Ing. Ejec. Mecánica
724,Tecnología,La Serena,Ingeniería Mecánica
725,Administración y Comercio,Copiapó,Ingeniería Comercial
726,Administración y Comercio,Copiapó,Ing. Ejec. en Administración de Empresas (P.E.)
727,Administración y Comercio,Vallenar,Ing. Ejec. en Administración de Empresas (P.E.)
728,Administración y Comercio,Copiapó,Ingeniería en Administración de Empresas (P.E.)
729,Administración y Comercio,Copiapó,TNS en Administración de Empresas
730,Administración y Comercio,Vallenar,TNS en Administración de Empresas
731,Administración y Comercio,Copiapó,TNS en Administración de Empresas (P.E.)
732,Administración y Comercio,Vallenar,TNS en Administración de Empresas (P.E.)
733,Administración y Comercio,Copiapó,TNS Auditor Contable y Tributario
734,Administración y Comercio,Copiapó,TNS Auditor Contable y Tributario (P.E.)
735,Ciencias,Copiapó,Geología
736,Ciencias Sociales,Copiapó,Psicología
737,Ciencias Sociales,Copiapó,Trabajo Social
738,Derecho,Copiapó,Derecho
739,Derecho,Vallenar,TNS en Asistencia Judicial (P.E.)
740,Educación,Copiapó,Pedagogía en Educación Parvularia
741,Educación,Copiapó,Pedagogía en Educación Básica
742,Educación,Copiapó,Pedagogía en Educación Física
743,Educación,Copiapó,Pedagogía en Inglés
744,Humanidades,Copiapó,Lic. en Idioma Inglés y Traductor Inglés - Español
745,Humanidades,Copiapó,Licenciatura en Traductología y Traductor e Interprete Inglés Español
746,Salud,Copiapó,Enfermería
747,Salud,Copiapó,Kinesiología
748,Salud,Copiapó,Medicina
749,Salud,Copiapó,Nutrición y Dietética
750,Salud,Copiapó,Obstetricia y Puericultura
751,Tecnología,Copiapó,Construcción Civil
752,Tecnología,Copiapó,Ingeniería Civil en Computación e Informática
753,Tecnología,Copiapó,Ingeniería Civil Metalurgia
754,Tecnología,Copiapó,Ingeniería Civil en Minas
755,Tecnología,Copiapó,Ingeniería Civil en Minas (P.E.)
756,Tecnología,Copiapó,Ingeniería Civil Industrial
757,Tecnología,Copiapó,Ing. Ejec. en Instrumentación y Automatización Industrial (P.E.)
